tab,src_row,matched_id,stump_title,new_title,new_body,tier,codes_raw,codes_resolved,codes_unknown
Product Knowledge — Timing Belt,184,,,"Tighter dimensional tolerances — Bando manufactures timing belts to tighter tolerances than industry average, which matt",Tighter tolerances for precision timing.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,185,,,"Strong Japanese vehicle aftermarket coverage — Bando's coverage of legacy Toyota 1MZ V6, Honda J-series, and other Japan",Specialty brand for Japanese vehicles.,zero,TMB-039,TMB-039,
Product Knowledge — Timing Belt,189,4d81fe60-e637-4325-838f-4f1ec5711615,STRATEGY 1: The Timing Belt Kit Job — Belt + Water Pump + Tensioner + Idlers Together (Never Belt Alone),STRATEGY 1: The Timing Belt Kit Job — Belt + Water Pump + Tensioner + Idlers Together (Never Belt Alone),lead with the bundle.,generic,TMB-039 WTP-040 IDP-041,TMB-039 WTP-040 IDP-041,
Product Knowledge — Timing Belt,190,5b3d63d9-f326-4873-a1f7-acd7e38d082c,STRATEGY 2: The Wet-Belt Early-Replacement Sale — Customer Protection on Ford EcoBoost and VW EA288 TDI,STRATEGY 2: The Wet-Belt Early-Replacement Sale — Customer Protection on Ford EcoBoost and VW EA288 TDI,Wet-belt design — replace earlier than the book says.,generic,TMB-039,TMB-039,
Product Knowledge — Timing Belt,191,f754cb9e-027c-49b6-a609-30d54d68469f,STRATEGY 3: The Chain-vs-Belt Education Sale — Stop Overselling AND Stop Underselling,STRATEGY 3: The Chain-vs-Belt Education Sale — Stop Overselling AND Stop Underselling,Let me check your engine — chain or belt makes a big difference.,generic,TMB-039,TMB-039,
Product Knowledge — Belts,5,d3051512-3baf-4b7c-834a-911ec1aa7e7d,EVs don't have serpentine belts — electric motors drive accessories directly. This is one of the most-asked-about service differences when EV customers compare maintenance to gas vehicles.,EVs don't have serpentine belts — electric motors drive accessories directly.,No serpentine belt on your EV — direct-drive accessories.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,6,e8e510fc-3f4c-434c-9e73-28bc031f4f06,"The belt and tensioner are a paired replacement — replacing the belt without inspecting the tensioner is the leading source of comeback complaints, with belt squeal returning within weeks.",The belt and tensioner are a paired replacement — replacing the belt without inspecting the tensioner is the leading sou,Belt plus the tensioner — both are part of doing this right.,generic,SRP-038 IDP-041,SRP-038 IDP-041,
Product Knowledge — Belts,7,e027558a-3ebc-4403-8302-e3b79ca0cfb4,"Modern 48V mild-hybrid systems with belt-driven integrated starter-generators (ISGs) place dramatically higher loads on the serpentine belt — up to 12+ kW of regenerative load through the belt, far be",Modern 48V mild-hybrid systems with belt-driven integrated starter-generators (ISGs) place dramatically higher loads on ,Your vehicle has a higher-demand belt system — let's use the right replacement.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,8,507b8e06-0583-4e57-bf72-0811b471a174,"Modern EPDM belts hide their wear — over 90% of EPDM belt failures occur with no visible cracking, glazing, or fraying. Visual inspection misses the failures; rib-depth gauges find them.","Modern EPDM belts hide their wear — over 90% of EPDM belt failures occur with no visible cracking, glazing, or fraying.",EPDM belts don't always show wear visually — we measure rib depth instead.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,9,93c86ad0-bc1a-474f-8943-6c2fbc799b14,"Most OEMs recommend serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 miles — a cadence customers and shops both routinely skip.","Most OEMs recommend serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,00",OEM recommends inspection at this mileage.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,14,,,"Motorcraft is Ford's OE belt brand — engineered to match the specific pulley diameters, accessory loads, and engine bay ",Motorcraft is Ford's brand for your truck.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,15,,,"Most modern Ford and Lincoln vehicles use a single serpentine belt to drive alternator, A/C compressor, power steering p",One belt drives all your accessories — important to keep it healthy.,zero,SRP-038 WTP-040,SRP-038 WTP-040,
Product Knowledge — Belts,16,,,"EcoBoost engines (1.0L, 1.5L, 2.0L, 2.3L, 2.7L, 3.5L) often use stretch-fit belts requiring a specialized installation t",EcoBoost belts need a special tool — we have it.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,17,,,F-150 and Super Duty trucks with the 6.7L Power Stroke diesel use a separate belt for the supercharger-driven secondary ,Your diesel has two belts — we check both.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,18,,,"Mustang GT, Mach 1, Dark Horse, and Shelby applications often have heavy-duty belts validated for higher RPM and superch",Performance belt for performance Mustang.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,19,,,"Ford recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 mi",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,20,,,"Many modern Ford engines (especially EcoBoost and Coyote V8) integrate the water pump into the front timing cover, drive",Belt failure on this engine means a tow.,generic,SRP-038 WTP-040,SRP-038 WTP-040,
Product Knowledge — Belts,21,,,"The 'wet belt' timing belt design used in some Ford EcoBlue diesel engines (Europe/global, limited US) runs in oil — dif",skip — confusing context for the tier.,zero,SRP-038 TMB-039,SRP-038 TMB-039,
Product Knowledge — Belts,22,,,"Mach-E, F-150 Lightning, and other Ford EVs don't use serpentine belts — electric motors drive accessories directly.",No belt on your Lightning.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,23,,,Ford's tensioner and idler pulley assemblies wear together with belts — replacing the belt without inspecting tensioners,Belt plus the tensioner — both required.,generic,SRP-038 IDP-041,SRP-038 IDP-041,
Product Knowledge — Belts,26,,,ACDelco is GM's OE belt brand — options include Genuine GM (OE-identical) and Professional (OE-spec for service applicat,ACDelco is GM's brand.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,27,,,"Most modern GM vehicles use a single serpentine belt — LS-based V8s, LT-series small blocks, and the new high-feature V6",Single belt drives everything.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,28,,,"Silverado, Sierra, Tahoe, Yukon, Suburban, and Escalade with Active Fuel Management or Dynamic Fuel Management depend on",Your truck's fuel-management system depends on consistent belt operation.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,29,,,"The 6.6L Duramax diesel uses a heavier-duty serpentine belt rated for the larger water pump, alternator, and air conditi",Heavy-duty belt for your Duramax.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,30,,,"Corvette (C7, C8) uses a serpentine belt with specific routing validated for the LT-series engine — the C8's mid-engine ",Specific belt for the Corvette engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,31,,,"Cadillac Blackwing models (CT4-V Blackwing, CT5-V Blackwing) use heavy-duty belts validated for supercharger drive (LT4)",Performance belt for performance Cadillac.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,32,,,"GM recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 mile",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,33,,,"The Hummer EV, Silverado EV, Lyriq, Bolt EV, and Bolt EUV don't use serpentine belts — electric motors drive accessories",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,34,,,GM's StabiliTrak and Active Brake Control depend on the engine running consistently — a broken belt that causes engine s,A broken belt affects more than just the radio.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,35,,,"ACDelco offers heavy-duty belts for police pursuit, fleet, and commercial applications (Tahoe PPV, Silverado SSV, Expres",skip — retail focus.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,38,,,"Toyota OE belts are typically supplied by Bando, Mitsuboshi, and other Japanese manufacturers — specifications validated",Toyota's brand of belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,39,,,Most modern Toyota and Lexus engines use a single serpentine belt; some older V6 and V8 applications have separate belts,Newer Toyotas use one belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,40,,,"The 3.5L twin-turbo V35A V6 in the Tundra, Sequoia, Lexus LX, and Land Cruiser uses a heavy-duty serpentine belt validat",Heavy-duty belt for the turbo engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,41,,,"Tacoma, 4Runner, and 4Runner-platform vehicles often see severe-duty conditions (off-road dust, mud) that can shorten be",Off-road use shortens belt life — let's check it.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,42,,,"Lexus performance applications (IS500, RC F, LC500) have heavy-duty belts for the 2UR-GSE 5.0L V8 with high-RPM accessor",Performance Lexus — performance belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,43,,,"Toyota recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–90,000 m",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,44,,,"Hybrid Toyotas (Prius, Camry Hybrid, RAV4 Hybrid, Highlander Hybrid) use serpentine belts on the gasoline engine — the h",Hybrid still has a belt on the gas side.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,45,,,The bZ4X EV doesn't use a serpentine belt — electric motors drive accessories directly.,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,46,,,"Toyota's reputation for hitting 200,000+ miles depends partly on consistent belt and tensioner inspection — neglecting t",Toyota goes 200K+ when we maintain the belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,47,,,The 5.7L 3UR-FE V8 (legacy Tundra and Land Cruiser) uses a serpentine belt that's relatively easy to access and inspect ,Quick to inspect — let's check it today.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,50,,,"Honda OE belts are typically supplied by Bando, Mitsuboshi, and Honda-validated manufacturers — specifications validated",Honda's brand of belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,51,,,"Most modern Hondas and Acuras use a single serpentine belt for accessory drive — the newer L15B7 1.5L turbo (Civic, CR-V",Single belt on your Honda.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,52,,,"The K20C1 (Civic Type R), K24 (Accord, Acura TLX), and J35 (Pilot, Passport, Odyssey, Acura MDX) all use serpentine belt",Honda-specific belt for your engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,53,,,Honda's maintenance minder system flags serpentine belt inspection via specific sub-codes — the belt is typically inspec,Your Maintenance Minder calls for belt inspection.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,54,,,"Older Hondas with timing belts (J-series V6 pre-2018, etc.) have both a serpentine belt and a timing belt — confusion be",Two belts on older Hondas — different services.,generic,SRP-038 TMB-039,SRP-038 TMB-039,
Product Knowledge — Belts,55,,,"Newer Honda engines (1.5L turbo, 2.0L turbo, K-series) use timing chains — eliminating timing belt replacement but still",Your engine has a chain instead of a timing belt — but you still have a serpentine belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,56,,,"Honda Hybrid models (Accord Hybrid, CR-V Hybrid, Civic Hybrid) use serpentine belts on the gasoline engine.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,57,,,The Honda Prologue EV and Acura ZDX EV don't use serpentine belts (built on GM's Ultium platform).,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,58,,,"Honda recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 m",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,59,,,The Acura NSX (when in production) used a specialized accessory drive for the twin-turbo V6 hybrid powertrain — signific,skip — niche.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,62,,,"Mopar offers OE belt options including standard service and heavy-duty for fleet, police, and severe-duty applications.",Mopar's the Stellantis brand.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,63,,,"Most modern Stellantis vehicles use a single serpentine belt — including the Pentastar 3.6L V6, the 5.7L/6.4L HEMI V8, a",Single belt drives everything.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,64,,,"SRT and Hellcat applications (Charger, Challenger, Durango SRT, Trackhawk) use heavy-duty belts validated for supercharg",Performance belt for the supercharged engine.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,65,,,The 6.7L Cummins diesel in heavy-duty Ram trucks uses a heavy-duty serpentine belt rated for the larger accessories typi,Heavy-duty belt for your Cummins.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,66,,,"Jeep Wrangler and Gladiator with off-road use see accelerated belt wear from dust, mud, and water exposure — severe-duty",Off-road use — let's check the belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,67,,,"eTorque mild-hybrid systems (Ram 1500, Wrangler 4xe) integrate a belt-driven motor-generator that places higher demands ",Your truck's eTorque needs a higher-demand belt.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,68,,,The 3.0L EcoDiesel V6 uses a serpentine belt that requires specific service procedures — some related components (tensio,EcoDiesel — let's check the whole accessory drive.,zero,SRP-038 IDP-041,SRP-038 IDP-041,
Product Knowledge — Belts,69,,,"Mopar recommends serpentine belt inspection every 30,000 miles, with replacement typically needed every 60,000–100,000 m",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,70,,,"The Charger Daytona EV, Wagoneer EV (upcoming), and other Stellantis EVs don't use serpentine belts.",(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,71,,,The Pacifica Hybrid (PHEV) uses a serpentine belt on the Atkinson-cycle V6 engine — the hybrid system handles many acces,(first sentence of the fact),generic,SRP-038,SRP-038,
Product Knowledge — Belts,74,,,"Subaru OE belts are typically supplied by Bando, Mitsuboshi, and other Japanese manufacturers — specifications validated",Subaru's brand of belt.,generic,SRP-038,SRP-038,
Product Knowledge — Belts,75,,,The horizontally opposed boxer engine has distinct serpentine belt routing compared to inline or V-configuration engines,Subaru's flat engine routes the belt differently.,zero,SRP-038,SRP-038,
Product Knowledge — Belts,76,,,"Older Subarus with the EJ25 (legacy Forester, Outback, Impreza, Legacy) used a timing belt in addition to the serpentine",Older Subarus had two belts — newer ones have one.,generic,SRP-038 TMB-039,SRP-038 TMB-039,
